ID problema,Descrizione,Stato,Gravità,Punti della storia,Percorso progetto,Tipologia di posizione,PERCORSO,Riga,Colonna,ID evento imprevisto,Collegamento alla Guida,Nome dell'assembly,Versione assembly,Chiave pubblica dell'assembly,Frammento
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Articles/License_razor.g.cs,1320,12,T:System.Net.Http.HttpContent,,,,,var bytes = await resp.Content.ReadAsByteArrayAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Articles/License_razor.g.cs,1300,16,T:System.Net.Http.HttpContent,,,,,"_message = $""Errore: {await resp.Content.ReadAsStringAsync()}"";"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Articles/License_razor.g.cs,1294,16,T:System.Net.Http.HttpContent,,,,,_license = await resp.Content.ReadFromJsonAsync<ArticleLicenseDTO>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Articles/License_razor.g.cs,1225,12,T:System.Net.Http.HttpContent,,,,,_license = await resp.Content.ReadFromJsonAsync<ArticleLicenseDTO>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Articles/Import_razor.g.cs,880,16,T:System.Net.Http.HttpContent,,,,,_result = await response.Content.ReadFromJsonAsync<ArticleImportResult>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Articles\Info.razor.cs,80,12,T:System.Uri,,,,,"if (NavigationManager.ToAbsoluteUri(NavigationManager.Uri).Query.Contains(""view=backups"", StringComparison.OrdinalIgnoreCase))             {                 selectView = ProductViews.Backups;                 _partialView = PartialViews.Index;             }"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Settings/InboundEmails/Index_razor.g.cs,1155,16,T:System.Net.Http.HttpContent,,,,,var count = await resp.Content.ReadFromJsonAsync<int>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Settings/EmailTemplates/Edit_razor.g.cs,1295,12,T:System.Net.Http.HttpContent,,,,,var versions = await resp.Content.ReadFromJsonAsync<List<EmailTemplateVersionDTO>>() ?? new();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Settings/EmailTemplates/Edit_razor.g.cs,1257,12,T:System.Net.Http.HttpContent,,,,,var r = await resp.Content.ReadFromJsonAsync<TestResult>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Settings/EmailTemplates/Edit_razor.g.cs,1245,12,T:System.Net.Http.HttpContent,,,,,var r = await resp.Content.ReadFromJsonAsync<PreviewResult>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Settings\Smtps\Edit.razor.cs,91,16,T:System.Net.Http.HttpContent,,,,,var result = await response.Content.ReadFromJsonAsync<TestResult>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Settings\EmailInboxes\Edit.razor.cs,118,16,T:System.Net.Http.HttpContent,,,,,var result = await response.Content.ReadFromJsonAsync<TestResult>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Settings\Users\Edit.razor.cs,181,24,T:System.Net.Http.HttpContent,,,,,"var apiResponse =  JsonSerializer.Deserialize<ApiResponseModel>(await resp.Content.ReadAsStringAsync(),                              new JsonSerializerOptions() { PropertyNameCaseInsensitive = true });"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Settings/PushNotifications_razor.g.cs,708,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync();
Api.0002,Origine non compatibile per la versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Settings/Maintenance_razor.g.cs,744,8,M:System.TimeSpan.FromSeconds(System.Int64),,,,,_refreshTimer = new PeriodicTimer(TimeSpan.FromSeconds(10));
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Settings/Maintenance_razor.g.cs,726,12,T:System.Net.Http.HttpContent,,,,,_status = await response.Content.ReadFromJsonAsync<MaintenanceStatusDTO>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Settings/Maintenance_razor.g.cs,710,12,T:System.Net.Http.HttpContent,,,,,_status = await response.Content.ReadFromJsonAsync<MaintenanceStatusDTO>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/TicketInterventions/PendingSignatures_razor.g.cs,863,20,T:System.Net.Http.HttpContent,,,,,var error = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\InterventionTimesManager.razor.cs,218,20,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\InterventionTimesManager.razor.cs,203,20,T:System.Net.Http.HttpContent,,,,,var created = await response.Content.ReadFromJsonAsync<TicketInterventionTime>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\Details.razor.cs,455,20,T:System.Net.Http.HttpContent,,,,,var error = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\Details.razor.cs,361,20,T:System.Net.Http.HttpContent,,,,,var bytes = await response.Content.ReadAsByteArrayAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\Edit.razor.cs,351,20,T:System.Net.Http.HttpContent,,,,,var errorContent = await resp.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\Edit.razor.cs,329,24,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\Edit.razor.cs,320,24,T:System.Net.Http.HttpContent,,,,,var created = await response.Content.ReadFromJsonAsync<TicketInterventionTime>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\Receipts.razor.cs,133,20,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\Receipts.razor.cs,119,20,T:System.Net.Http.HttpContent,,,,,_extractionResult = await response.Content.ReadFromJsonAsync<ReceiptExtractionResult>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\ReportViewer.razor.cs,924,16,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(body);
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\ReportViewer.razor.cs,924,16,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(body);
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\ReportViewer.razor.cs,923,16,T:System.Net.Http.HttpContent,,,,,var body = await resp.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\ReportViewer.razor.cs,902,16,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(body);
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\ReportViewer.razor.cs,902,16,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(body);
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\ReportViewer.razor.cs,901,16,T:System.Net.Http.HttpContent,,,,,var body = await resp.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\ReportViewer.razor.cs,895,16,T:System.Net.Http.HttpContent,,,,,"return (await resp.Content.ReadFromJsonAsync<CRM.Shared.Models.OtpRequestResponse>(), null);"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\ReportViewer.razor.cs,861,20,T:System.Net.Http.HttpContent,,,,,var result = await resp.Content.ReadFromJsonAsync<CRM.Shared.Models.RemoteSignatureRequestResponse>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\ReportViewer.razor.cs,652,16,T:System.Net.Http.HttpContent,,,,,var saveResponse = await response.Content.ReadFromJsonAsync<SignatureSaveResponse>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\ReportViewer.razor.cs,645,20,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\ReportViewer.razor.cs,436,20,T:System.Net.Http.HttpContent,,,,,var error = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\TicketInterventions\ReportViewer.razor.cs,280,20,T:System.Net.Http.HttpContent,,,,,var bytes = await response.Content.ReadAsByteArrayAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Products/Import_razor.g.cs,820,16,T:System.Net.Http.HttpContent,,,,,"_result = new ProductImportResult { Success = false, Errors = { $""Errore HTTP {(int)response.StatusCode}: {await response.Content.ReadAsStringAsync()}"" } };"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Products/Import_razor.g.cs,818,16,T:System.Net.Http.HttpContent,,,,,_result = await response.Content.ReadFromJsonAsync<ProductImportResult>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Products\Info.razor.cs,100,12,T:System.Uri,,,,,"if (NavigationManager.ToAbsoluteUri(NavigationManager.Uri).Query.Contains(""view=backups"", StringComparison.OrdinalIgnoreCase))              {                  _selectView = GroupViews.Backups;                  _partialView = PartialViews.Index;              }"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\DocViewer\Viewer.razor.cs,221,20,T:System.Net.Http.HttpContent,,,,,var contentDisposition = response.Content.Headers.ContentDisposition;
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\DocViewer\Viewer.razor.cs,220,20,T:System.Net.Http.HttpContent,,,,,var bytes = await response.Content.ReadAsByteArrayAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\DocViewer\Viewer.razor.cs,145,20,T:System.Net.Http.HttpContent,,,,,var bytes = await response.Content.ReadAsByteArrayAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\DocViewer\Viewer.razor.cs,130,20,T:System.Net.Http.HttpContent,,,,,var pdfBytes = await pdfResponse.Content.ReadAsByteArrayAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\DocViewer\Viewer.razor.cs,99,16,T:System.Net.Http.HttpContent,,,,,"var contentType = response.Content.Headers.ContentType?.MediaType                                    ?? ""application/octet-stream"";"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Tickets\Assign.razor.cs,420,20,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Tickets\Details.razor.cs,386,20,T:System.Net.Http.HttpContent,,,,,var fileBytes = await response.Content.ReadAsByteArrayAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Tickets\Index.Razor.cs,313,16,T:System.Net.Http.HttpContent,,,,,var content = await resp.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Tickets\Edit.razor.cs,614,20,T:System.Net.Http.HttpContent,,,,,var errorMsg = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Tickets\Scheduler.razor.cs,317,12,T:System.Uri,,,,,"queryParams.Add($""date={Uri.EscapeDataString(_dateCurrent.ToString(""yyyy-MM-dd""))}"");"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Tickets\Scheduler.razor.cs,314,16,T:System.Uri,,,,,"queryParams.Add($""userId={Uri.EscapeDataString(_idUser)}"");"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Tickets\Info.razor.cs,510,12,T:System.Uri,,,,,var uri = new Uri(NavigationManager.Uri);
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Tickets\Info.razor.cs,510,12,M:System.Uri.#ctor(System.String),,,,,var uri = new Uri(NavigationManager.Uri);
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Tickets\Info.razor.cs,503,12,T:System.Uri,,,,,var uri = new Uri(NavigationManager.Uri);
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Tickets\Info.razor.cs,503,12,M:System.Uri.#ctor(System.String),,,,,var uri = new Uri(NavigationManager.Uri);
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Tickets\Info.razor.cs,361,12,T:System.Uri,,,,,var uri = new Uri(NavigationManager.Uri);
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Pages\Tickets\Info.razor.cs,361,12,M:System.Uri.#ctor(System.String),,,,,var uri = new Uri(NavigationManager.Uri);
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\obj\Debug\net9.0\/generated\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/ConfirmSignature_razor.g.cs,529,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyTicketFeedbackService.cs,59,12,T:System.Net.Http.HttpContent,,,,,var result = await response.Content.ReadFromJsonAsync<TicketFeedbackResponse>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\TicketChatsService.cs,53,20,T:System.Net.Http.HttpContent,,,,,return await resp.Content.ReadFromJsonAsync<ChatFileUploadResult>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyKnowledgeService.cs,165,16,T:System.Net.Http.HttpContent,,,,,return resp.IsSuccessStatusCode                     ? await resp.Content.ReadFromJsonAsync<KnowledgeImportResult>()                     : null;
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyKnowledgeService.cs,137,16,T:System.Net.Http.HttpContent,,,,,return resp.IsSuccessStatusCode                     ? await resp.Content.ReadFromJsonAsync<KnowledgeEmbeddingStats>()                     : null;
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyKnowledgeService.cs,115,16,T:System.Net.Http.HttpContent,,,,,var body = await resp.Content.ReadFromJsonAsync<DocumentActionResult>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyKnowledgeService.cs,98,16,T:System.Net.Http.HttpContent,,,,,var body = await resp.Content.ReadFromJsonAsync<DocumentActionResult>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyKnowledgeService.cs,66,16,T:System.Net.Http.HttpContent,,,,,return resp.IsSuccessStatusCode                     ? await resp.Content.ReadFromJsonAsync<ProductKnowledgeDTO>()                     : null;
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyKnowledgeService.cs,32,20,T:System.Uri,,,,,"query.Add($""Category={Uri.EscapeDataString(filter.Category)}"");"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyKnowledgeService.cs,30,20,T:System.Uri,,,,,"query.Add($""Search={Uri.EscapeDataString(filter.Search)}"");"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ReportService.cs,61,20,T:System.Net.Http.HttpContent,,,,,var content = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\RestClientService.cs,397,20,T:System.Net.Http.HttpContent,,,,,var content = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\RestClientService.cs,314,20,T:System.Net.Http.HttpContent,,,,,"data.Message = $""{resp.ReasonPhrase}\n\r{await resp.Content.ReadAsStringAsync()}"";"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\RestClientService.cs,304,24,T:System.Net.Http.HttpContent,,,,,"data.Data = JsonSerializer.Deserialize<T>(await resp.Content.ReadAsStringAsync(),                              new JsonSerializerOptions() { PropertyNameCaseInsensitive = true });"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\RestClientService.cs,218,20,T:System.Net.Http.HttpContent,,,,,var content = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\RestClientService.cs,145,20,T:System.Net.Http.HttpContent,,,,,var content = await response.Content.ReadAsStringAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyMachineParameterApiKeysService.cs,31,12,T:System.Net.Http.HttpContent,,,,,return await response.Content.ReadFromJsonAsync<MachineParameterApiKeyCreateResponse>();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyOrderService.cs,36,16,T:System.Net.Http.HttpContent,,,,,"return new APIResponseMessage<OrderDTO>                 {                     State = false,                     Code = resp.StatusCode,                     Message = $""{resp.ReasonPhrase}\n\r{await resp.Content.ReadAsStringAsync()}""                 };"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyOrderService.cs,31,20,T:System.Net.Http.HttpContent,,,,,"return JsonSerializer.Deserialize<APIResponseMessage<OrderDTO>>(                         await resp.Content.ReadAsStringAsync(),                         new JsonSerializerOptions() { PropertyNameCaseInsensitive = true })                         ?? new APIResponseMessage<OrderDTO> { State = false, Message = ""null"" };"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyAttachmentsService.cs,71,16,T:System.Net.Http.HttpContent,,,,,var bytes = await response.Content.ReadAsByteArrayAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyAttachmentsService.cs,54,16,T:System.Net.Http.HttpContent,,,,,var bytes = await response.Content.ReadAsByteArrayAsync();
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyProductCatalogService.cs,75,16,T:System.Uri,,,,,"values.Add($""Search={Uri.EscapeDataString(filter.Search)}"");"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyLeadService.cs,33,12,T:System.Net.Http.HttpContent,,,,,"return JsonSerializer.Deserialize<APIResponseMessage<DealDTO>>(                 await response.Content.ReadAsStringAsync(),                 new JsonSerializerOptions { PropertyNameCaseInsensitive = true }) ?? new APIResponseMessage<DealDTO> { State = false };"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyLeadService.cs,25,16,T:System.Net.Http.HttpContent,,,,,"return new APIResponseMessage<DealDTO>                 {                     State = false,                     Code = response.StatusCode,                     Message = await response.Content.ReadAsStringAsync()                 };"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyProductCatalogAssetsService.cs,91,16,T:System.Net.Http.HttpContent,,,,,"return new ProductCatalogFileResult                 {                     Content = await response.Content.ReadAsByteArrayAsync(),                     ContentType = response.Content.Headers.ContentType?.MediaType ?? ""application/octet-stream""                 };"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyProductCatalogAssetsService.cs,91,16,T:System.Net.Http.HttpContent,,,,,"return new ProductCatalogFileResult                 {                     Content = await response.Content.ReadAsByteArrayAsync(),                     ContentType = response.Content.Headers.ContentType?.MediaType ?? ""application/octet-stream""                 };"
Api.0003,Modifica del comportamento nella versione .NET selezionata,Active,Potential,1,CRM\Client\CRM.Client.csproj,File,CRM\Client\Services\ProxyProductCatalogAssetsService.cs,25,16,T:System.Net.Http.HttpContent,,,,,var content = await response.Content.ReadAsStringAsync();
